Product,Brand,Ingredients,Price
Natural Moisturizing Factors + HA,The Ordinary,"Aqua (Water), Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium Pca, Pca, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin.",7.70
Nutrient-Charged Water Gel,Murad,"Water/Aqua/Eau, Dimethicone, Glycerin, Propanediol, Saccharide Isomerate, Polymethylsilsesquioxane/Silica Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyethyl Urea, Isononyl Isononanoate, Ceramide NP, Ceramide AP, Ceramide EOP, sh-Oligopeptide-1, sh-Oligopeptide-2, sh-Polypeptide-1, sh-Polypeptide-9, sh-Polypeptide-11, Saccharomyces/Zinc Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Silicon Ferment, Leuconostoc/Radish Root Ferment Filtrate, Bacillus/Folic Acid Ferment Extract, Trehalose, Taurine, Serine, Tocopheryl Acetate, Calcium Pantothenate, Niacinamide, Phytantriol, Acetyl Glutamine, Urea, Cholesterol, Yeast Amino Acids, Phytosphingosine, Inositol, Betaine, Lecithin, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Pyridoxine HCl, Sucrose, Algin, Pullulan, Maltodextrin, Polysilicone-11, Glyceryl Polyacrylate, Decyl Glucoside, Pentylene Glycol, Hexylene Glycol, Caprylyl Glycol, Butylene Glycol, Ethylhexyl Isononanoate, Polyisobutene, Silica, Sodium Starch Octenylsuccinate, PEG-7 Trimethylolpropane Coconut Ether, Trisodium Ethylenediamine Disuccinate, Disodium Phosphate, Potassium Phosphate, Carbomer, Xanthan Gum, Sodium Lauroyl Lactylate, 1,2-Hexanediol, Phenoxyethanol, Ethylhexylglycerin, Fragrance (Parfum), Red 33 (CI 17200), Red 4 (CI 14700).",60.00
Water Drench Hyaluronic Cloud Serum,Peter Thomas Roth,"Water/Aqua/Eau, Saccharide Isomerate, Sodium Hyaluronate, Sodium PCA, Hydrolyzed Silk, Algae Extract, Mel (Honey) Extract, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/Magnesium Ferment, Eriodictyon Crassifolium Leaf Extract, Olea Europaea (Olive) Leaf Extract, Opuntia Tuna Flower/Stem Extract, Urea, Trehalose, Sorbitol, Glycerin, Citric Acid, Sodium Citrate, Propylene Glycol, Hexylene Glycol, Butylene Glycol, Polyquaternium-51, Triacetin, Pentylene Glycol, Caprylyl Glycol, Sodium Benzoate, Potassium Sorbate, Disodium EDTA, Potassium Benzoate, Phenoxyethanol.",65.00
Intensive Body Repair Treatment,Crepe Erase,"Water (Aqua), Butyrospermum Parkii (Shea) Butter, Theobroma Cacao (Cocoa) Seed Butter, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Cetearyl Alcohol, PEG-6, Dimethicone, Cetyl Alcohol, Beeswax (Cera Alba), Butylene Glycol, Polysorbate 60, Tocopheryl Acetate, BHT, Olea Europaea (Olive) Fruit Extract, Peucedanum Graveolens (Dill) Extract, Malus Sylvestris Flower Extract, Maltooligosyl Glucoside, Hydrogenated Starch Hydrolysate, Humic Acids, Ursolic Acid, Ethylhexylglycerin, Ceteareth-20, Hydroxypropyl Guar, Disodium EDTA, Xanthan Gum, Phenoxyethanol, Chlorphenesin.",79.00
Bio-Performance Advanced Super Revitalizing Cream,Shiseido,"Water (Aqua), Glycerin, Butylene Glycol, Isododecane, Isohexadecane, Dimethicone, Cetyl Ethylhexanoate, Hydrogenated Polydecene, Disteardimonium Hectorite, PEG-9 Polydimethylsiloxyethyl Dimethicone, PEG-150, PEG-8 Diisostearate, Phenoxyethanol, Methylparaben, Ethylparaben, Phytosteryl Macadamiate, Sodium Citrate, Fragrance (Parfum), Trisodium EDTA, Tocopheryl Acetate, Stearyl Glycyrrhetinate, Hydroxyproline, Citric Acid, Sodium Metaphosphate, Benzyl Benzoate, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Hexyl Cinnamal, Linalool, Limonene, Sodium Acetylated Hyaluronate, Citronellol, Geraniol, Saccharomyces Ferment Lysate Filtrate, Rubus Idaeus (Raspberry) Fruit Extract, Iron Oxides (CI 77492), Syzygium Jambos Leaf Extract, Iron Oxides (CI 77491), Tocopherol.",104.00
Complexion Rescue Tinted Hydrating Gel Cream Broad Spectrum SPF 30,bareMinerals,"Active: Titanium Dioxide 6.2%. Inactive: Water, Coconut Alkanes, Propanediol, Squalane, Trehalose, Isostearic Acid, Glycerin, Silica, Agar, Caprylic/Capric Triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Butylene Glycol, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride, Potassium Sorbate, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides.",33.00
Advanced Night Repair Synchronized Multi-Recovery Complex,Estée Lauder,"Water\Aqua\Eau, Bifida Ferment Lysate, Peg-8, Propanediol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Methyl Gluceth-20, Glycereth-26, Peg-75, Butylene Glycol, Adansonia Digitata Seed Extract, Tripeptide-32, Sodium Hyaluronate, Yeast Extract\Faex\Extrait De Levure, Lactobacillus Ferment, Cola Acuminata (Kola) Seed Extract, Anthemis Nobilis (Chamomile) Flower Extract, Hydrolyzed Algin, Pantethine, Caffeine, Lecithin, Sodium Rna, Bisabolol, Squalane, Glycerin, Oleth-3 Phosphate, Caprylyl Glycol, Oleth-3, Oleth-5, Choleth-24, Hydrogenated Lecithin, Jojoba Wax Peg-120 Esters, Ceteth-24, Tocopheryl Acetate, Carbomer, Triethanolamine, Tetrasodium Edta, Bht, Xanthan Gum, Potassium Sorbate, Disodium Edta, Phenoxyethanol, Red 4 (CI 14700), Yellow 5 (CI 19140).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",50.00
Dramatically Different Moisturizing Lotion+,Clinique,"Water / Aqua / Eau, Mineral Oil / Paraffinum Liquidum / Huile Minérale, Glycerin, Petrolatum, Stearic Acid, Glyceryl Stearate, Sesamum Indicum (Sesame) Oil, Urea, Lanolin Alcohol, Triethanolamine, Hordeum Vulgare (Barley) Extract / Extrait D'Orge, Cucumis Sativus (Cucumber) Fruit Extract, Helianthus Annuus (Sunflower) Seedcake, Propylene Glycol Dicaprate, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Trisodium EDTA, Phenoxyethanol, Yellow 6 (CI 15985), Yellow 5 (CI 19140), Red 33 (CI 17200).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",29.50
Extra-Firming Wrinkle Control Firming Day Cream Broad Spectrum SPF 15 All Skin Types,Clarins,"Active: Avobenzone 3%, Homosalate 9%, Octocrylene 6,5%.Inactive: Aqua/Water/Eau,Glycerin, Butyloctyl Salicylate, Butyrospermum Parkii (Shea) Butter, Dimethicone,C12-15 Alkyl Benzoate,Cetearyl Alcohol, Methyl Methacrylate Crosspolymer, Potassium Cetyl Phosphate, Parfum/Fragrance, Cetearyl Glucoside, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Tromethamine, Avena Sativa (Oat) Kernel Extract, Disodium EDTA,Tocopheryl Acetate, Xanthan Gum, Dimethiconol, Tocopherol, Anigozanthos Flavidus Extract, Caprylic/Capric Triglyceride, Betaine, Silica, Sorbitol, Diospyros Mespiliformis Leaf Extract, Maltodextrin, Sanicula Europaea Extract, Sodium Benzoate, Kalanchoe Pinnata Leaf Extract, Balanites Roxburghii Seed Oil, Mitracarpus Scaber Extract, Citric Acid, Malpighia Emarginata (Acerola) Seed Extract, Lapsana Communis Flower/Leaf/Stem Extract,Furcellaria Lumbricalis Extract, CI 15985/Yellow 6, Potassium Sorbate, Maris Sal/Sea Salt/Sel Marin.",87.00
Moisture Surge 72 Hour Auto-Replenishing Hydrator,Clinique,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Glycerin, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Caprylyl Glycol, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, PEG-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium EDTA, BHT, Phenoxyethanol, Red 4 (CI 14700), Yellow 5 (CI 19140).",22.00
Confidence in Your Beauty Sleep Night Cream,It Cosmetics,"Aqua/Water/Eau, Dimethicone, Glycerin, Simmondsia Chinensis Seed Oil/Jojoba Seed Oil, Hydrogenated Castor Oil Dimer Dilinoleate, Propanediol, Alcohol Denat., Caprylic/Capric Triglyceride, Cetyl Alcohol, Cetyl Hydroxyethylcellulose, Octyldodecanol, Silica, Phenoxyethanol, Albizia Julibrissin Bark Extract, Caprylyl Glycol, Parfum/Fragrance, Poloxamer 338, Capryloyl Salicylic Acid, Limonene, Adenosine, Tocopherol, Xanthan Gum, Disodium Edta, Linalool, Ceramide Np, Hydroxypalmitoyl Sphinganine, Silica Dimethyl Silylate, Hydrated Silica, Sodium Hyaluronate, Polysorbate 60, Citronellol, Sodium Benzoate, CI 16035/Red 40, Geraniol, Cereus Grandiflorus Flower Extract/Cactus Flower Extract, Citral, Darutoside, CI 42090/Blue 1, Glucose, Lactic Acid, Potassium Sorbate.",54.00
Clinique iD Dramatically Different Base,Clinique,"Water\Aqua\Eau, Propanediol, Glycerin, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Sodium Hyaluronate, Laminaria Saccharina Extract, Pyrus Malus (Apple) Fruit Extract, Caffeine, Lactic Acid, Zinc Pca, Acetyl Glucosamine, Trehalose, Hydroxyacetophenone, Salicylic Acid, Ursolic Acid, Lactobacillus Ferment, Polysorbate 80, Carbomer, Xanthan Gum, Sodium Hydroxide, Disodium Edta, Sodium Citrate, Phenoxyethanol, Blue 1 (CI 42090).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.",25.00
24-7 Moisture Hydrating Day & Night Cream,Tula,"Aqua/Water/Eau, Butylene Glycol, Ethylhexyl Palmitate, Squalane, Glycerin, Cetyl Alcohol, Caprylic/Capric Triglyceride, Dimethicone, Hydrogenated Vegetable Oil, Glyceryl Stearate, PEG 100 Stearate, Bifida Ferment Lysate, Lactose, Lactis Proteinum/Milk Protein/Protéine du lait, Yogurt Extract, Hydrolyzed Rice Protein, Cichorium Intybus (Chicory) Root Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Olus/Vegetable Oil/Huile végétale, Camelina Sativa Seed Oil, Camellia Sinensis Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Tocopheryl Acetate, Ascorbyl Palmitate, Carthamus Tinctorius (Safflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Pyrus Malus (Apple) Fruit Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Sodium Lactate, Sodium PCA, Carbomer, Sodium Hydroxide, Pentylene Glycol, Caprylyl Glycol, Bulnesia Sarmientoi Wood Oil, Citrus Limon (Lemon) Fruit Oil, Citrus Aurantium Dulcis (Orange) Oil, Juniperus Mexicana Oil, Cananga Odorata Flower Oil, Ethylhexylglycerin, Stearyl Alcohol, Disodium EDTA, Citric Acid, Sorbic Acid, Phenethyl Alcohol, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Parfum/Fragrance, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Linalool, Hexyl Cinnamal.",52.00
PM Facial Moisturizing Lotion,CeraVe,"Purified Water, Glycerin, Caprylic/Capric Triglycerides, Niacinamide, Behentrimonium Methosulfate and Cetearyl Alcohol, Ceteareth-20 and Cetearyl Alcohol, Ceramide 3, Ceramide 6-II, Ceramide 1, Phytosphingosine, Hyaluronic Acid, Cholesterol, Dimethicone, Polyglyceryl-3 Diisostearate, Potassium Phosphate, Dipotassium Phosphate, Sodium Lauroyl Lactylate, Disodium EDTA, Methylparaben, Propylparaben, Carbomer, Xanthan Gum.",15.99
Cold Plasma Plus+ Sub-D / Neck,Perricone MD,,135.00
Advanced Snail 92 All In One Cream,COSRX,"Snail Secretion Filtrate, Betaine, Caprylic/Capric Triglyceride, Cetearyl Olivate, Sorbitan Olivate, Sodium Hyaluronate, Cetearyl Alcohol, Stearic acid, Arginine, Dimethicone, Carbomer, Panthenol, Allantoin, Sodium Polyacrylate, Xanthan Gum, Ethyl Hexanediol, Adenosine, Phenoxyethanol.",24.00
High Potency Classics: Face Finishing & Firming Moisturizer,Perricone MD,"Aqua (Water), Ethylhexyl Palmitate, Glycerin, Aleurites Moluccana (Kukui Nut) Seed Oil, Cetearyl Alcohol, Polyacrylamide, Polysorbate 60, Glyceryl Stearate, PEG-100 Stearate, Dimethyl MEA (DMAE), C13-14 Isoparaffin, Citric Acid, PEG/PPG-18/18 Dimethicone, Dimethicone, Caprylyl Glycol, Phenoxyethanol, Tetrahexyldecyl Ascorbate (Vitamin C Ester), L-Tyrosine, Parfum (Fragrance), Laureth-7, Hexylene Glycol, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Citronellol, Geraniol, Hydrolyzed Wheat Starch, Thioctic Acid (Alpha Lipoic Acid), Hydroxycitronellal, Butylphenyl Methylpropional, Benzyl Benzoate, Eugeno",69.00
Ultra Facial Cream,Kiehl's Since 1851,"Aqua/Water, Glycerin, Cyclohexasiloxane, Squalane, Bis-PEG-18 Methyl Ether Dimethyl Silane, Sucrose Stearate, Stearyl Alcohol, PEG-8 Stearate, Myristyl Myristate, Pentaerythrityl Tetraethlhexanoate, Prunus Armeniaca Kernal Oil/Apricot Kernal Oil, Phenoxyethanol, Persea Gratissima Oil/Avocado Oil, Glyceryl Stearate, Cetl Alcohol, Oryza Sativa Bran Oil/Rice Bran Oil, Olea Europaea Fruit Oil/Olive Fruit Oil, Chlorphenesin, Stearic Acid, Palmitic Acid, Disodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Xanthan Gum, Ethylhexylglycerin, Sodium Hydroxide, Tocopherol, Glycine Soja Oil/Soybean Oil, Pseudoalteromonas Ferment Extract, Myristic acid, Hydroxypalmitol Sphinganine, BHT, Salicylic Acid, Citric Acid.",22.00
Ultra Repair Cream,First Aid Beauty,"Water/Aqua/Eau, Stearic Acid, Glycerin, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glyceryl Stearate Se, Glyceryl Stearate, Cetearyl Alcohol, Butyrospermum Parkii Butter, Dimethicone, Squalane, Allantoin, Camellia Sinensis Leaf Extract, Caprylyl Glycol, Ceramide 3, Chrysanthemum Parthenium Extract, Colloidal Oatmeal, Disodium EDTA, Eucalyptus Globulus Leaf Oil, Glycyrrhiza Glabra Root Extract, Sodium Hydroxide, Xanthan Gum, Phenoxyethanol.",34.00
Water Drench Hyaluronic Cloud Hydrating Toner Mist,Peter Thomas Roth,"Water/Aqua/Eau, Glycerin, Hamamelis Virginiana (Witch Hazel) Water, Sodium Hyaluronate, Pyrus Malus (Apple) Fruit Extract, Aloe Barbadensis Leaf Juice, Sambucus Nigra Fruit Extract, Saccharide Isomerate, Sodium PCA, Wheat Amino Acids, Panthenol, Citric Acid, Disodium EDTA, Hydroxyproline, Sodium Citrate, Sodium Hydroxide, Biosaccharide Gum-4, Sr-Spider Polypeptide-1, Benzoic Acid, 1,2-Hexanediol, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol.",28.00
AM Facial Moisturizing Lotion SPF 30,CeraVe,"Active: Homosalate (12%), Octinoxate (7.5%), Octocrylene (2%), Zinc Oxide (3.5%). Inactive: Purified Water, Niacinamide, Behentrimonium Methosulfate and Cetearyl Alcohol, Glycerin, Aluminum Starch Octenylsuccinate and Boron Nitride, Dimethicone, Ceramide 3, Ceramide 6-II, Ceramide 1, Cholesterol, Hyaluronic Acid, Phytosphingosine, Hydroxyethylcellulose, Disodium EDTA, Sodium Lauroyl Lactylate, Methylparaben, Propylparaben, Carbomer, Xanthan Gum.",18.99
Clinique iD Active Cartridge Concentrate,Clinique,"Water\Aqua\Eau, Propanediol, Butylene Glycol, Glycolic Acid, Salicylic Acid, Zinc Pca, Pentylene Glycol, Polysorbate 80, Lactic Acid, Sodium Hydroxide, Sodium Citrate, Caffeine, Laminaria Saccharina Extract, Hamamelis Virginiana (Witch Hazel) Water, Lactobacillus Ferment, Xanthan Gum, Disodium Edta, Benzoic Acid, Phenoxyethanol, Red 4 (Ci 14700) <ILN48276> Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.",14.50
Dynamic Skin Recovery Broad Spectrum SPF 50,Dermalogica,"Water, Ethylhexyl Methoxycinnamate, Butylene Glycol, Carthamus Tinctorius Oleosomes, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Glycerin, Butyl Methoxydibenzoylmethane, Dimethicone, Dimethyl Capramide, Palmitoyl Tripeptide-5, Aniba Rosaeodora Wood Oil, Rose Flower Oil, Pelargonium Graveolens Flower Oil, Helianthus Annuus Seed Oil, Eugenia Caryophyllus Leaf/Flower Oil, Citrus Medica Limonum Peel Oil, Saccharomyces Cerevisiae Extract, Citrus Medica Limonum Peel Extract, Camellia Sinensis Leaf Extract, Algae Extract, Dipotassium Glycyrrhizate, Lecithin, Glucosamine HCL, Arginine/Lysine Polypeptide, Tocopheryl Acetate, Squalane, Sodium Hyaluronate, Polysilicone-11, Glycine Soja Protein, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Stearic Acid, Ceteareth-20, Sodium Polyacrylate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Acrylates Copolymer, Decyl Glucoside, Polysorbate 80, Urea, Galactoarabinan, Glyceryl Polyacrylate, Polysorbate 60, Aminomethyl Propanol, Disodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Linalool, Eugenol, Limonene, Geraniol, Citronellol, CI 77891.Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this website. However, because ingredients are subject to change, we cannot guarantee that these lists are complete, up-to-date and/or error-free. For an accurate listing of ingredients in each product, please refer to your product packaging.",75.00
Hydro Boost Water Gel,Neutrogena,"Water, Dimethicone, Glycerin, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Polyacrylamide, Cetearyl Olivate, Sorbitan Olivate, Dimethiconol, C13-14 Isoparafin, Dimethicone Crosspolymer, Chlorphenesin, Carbomer, Laureth-7, Sodium Hyaluronate, Ethylhexylglycerin, Fragrance, C12-14 Pareth-12, Sodium Hydroxide, Blue 1.",24.99
High Potency Classics Hyaluronic Intensive Moisturizer,Perricone MD,"Water/Aqua/Eau, Dimethicone, Glycerin, Pentylene Gycol, Niacinamide, Butylene Glycol, Caprylic/Capric Triglyceride, Ammonium Acryloyldimethyltaurate/VP Copolymer, Butyrospermum Parkii (Shea) Butter, Squalane, Sodium Hyaluronate Crosspolymer, Benzyl Alcohol, Urea, Tetrahexyldecyl Ascorbate, Bisabolol, Dimethyl MEA, Styrene/Acrylates Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Carbomer, Sodium Polyacrylate, Phosphatidylcholine, Hydrogenated Lecithin, Citric Acid, Allantoin, Hyaluronic Acid, Polysilicone-11, Triacetin, Xanthan Gum, Tocopheryl Acetate, Sodium Chloride, Phenoxyethanol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sodium Lactate, Lactic Acid, Serine, Sorbitol, Potassium Sorbate, Sodium Benzoate, Sodium Hyaluronate, Docosahexaenoic Acid, Magnesium Aspartate, Zinc Gluconate, Copper Complex Gluconate.",69.00
"Facial Spray With Aloe, Herbs and Rosewater",Mario Badescu,"Aqua (Water, Eau), Propylene Glycol, Aloe Barbadensis Leaf Juice, Rosa Canina Extract, Thymus Vulgaris (Thyme) Leaf Extract, Fucus Vesiculosus (Bladderwrack) Extract, Gardenia Florida Fruit Extract, Caprylyl Glycol, Hexylene Glycol, Polysorbate 20, Parfum (Fragrance), Phenoxyethanol, Sodium Chloride, Citronellol, Geraniol, CI 17200 (Red 33), CI 42090 (Blue 1)",7.00
Pure Radiant Tinted Moisturizer,NARS,"Alaska: Water, Dimethicone, Butylene Glycol, Propanediol, Diethylhexyl Succinate, Glycerin, Nylon-12, Cyclomethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, PEG-10 Dimethicone, Aluminum Hydroxide, Sorbitan Sesquiisostearate, Disteardimonium Hectorite, Diphenylsiloxy Phenyl Trimethicone, Stearic Acid, Phenoxyethanol, Polymethylsilsesquioxane, Fragrance, Trisodium EDTA, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Distearate, Ascorbyl Glucoside, Polysilicone-2, Vibrio Alginolyticus Ferment Filtrate, Talc, Tocopherol, Alteromonas Ferment Filtrate, Sea Salt, BHT, Algae Extract, Sodium Metabisulfite, Hydrogen Dimethicone, Curcuma Longa (Turmeric) Root Extract, Potassium Sorbate. May Contain: Titanium Dioxide, Iron Oxides.",45.00
Clinique iD Dramatically Different For Lines & Wrinkles,Clinique,"Clinique iD Active Cartridge Concentrate for Irritation: Water\Aqua\Eau, Butylene Glycol, Glycerin, Pentylene Glycol, Hypnea Musciformis (Algae) Extract, Caffeine, Camellia Sinensis (White Tea) Leaf Extract, Algae Extract, Saccharomyces Lysate Extract, Lactobacillus Ferment, Gelidiella Acerosa Extract, Polygonum Cuspidatum Root Extract, Phytosphingosine, Taurine, Yeast Extract\Faex\Extrait De Levure, Dipotassium Glycyrrhizate, Caprylyl Glycol, Xanthan Gum, Disodium EDTA, Sodium Benzoate, Phenoxyethanol, Green 5 (CI 61570), Yellow 5 (CI 19140).Clinique iD Dramatically Different Hydrating Jelly: Water\Aqua\Eau, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, PPG-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium EDTA, Phenoxyethanol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",39.50
